editor,action,Line Of Business  Component,Channel Component,Product Component,L0 Component,domain_sequence Qualifier,L1 Component,sub_domain_sequence Qualifier,Business Flow Component,business_flow_sequence Qualifier,sequence_uml Qualifier,Task Component,Task_sequence Qualifier,Application Component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Service Activation Complete,7,,Prepare Orders for Provisioning & Inventory,2,ARIS/EXACT,224,224
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Service Activation Complete,7,,Provision Circuit,3,CANOPI,16994,16994
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Service Activation Complete,7,,Update Inventory Records,4,CANOPI,16994,16994
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Service Activation Complete,7,,Manage Activation Workflow,5,WFA/C,641,641
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Service Activation Complete,7,,Trigger Billling to Regional Billers,6,SORDS,20353,20353
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Service Activation Complete,7,,Process Billing Records,7,SORDS,20353,20353
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Service Activation Complete,7,,Post Billings Records,8,SORDS,20353,20353
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Service Activation Complete,7,,Route Activation Fallouts,9,AERO,21607,21607
em114j,Add,AT&T Business,Service Delivery,ABF,Get,4,Provisioning Management ,2,Service Activation Complete,9,,Send field completion and billing activity details ,1,WFA/C,641,641
em114j,Add,AT&T Business,Service Delivery,ABF,Get,4,Provisioning Management ,2,Service Activation Complete,9,,Provide service activation updates,2,WFA/C,641,641
em114j,Add,AT&T Business,Service Delivery,ABF,Get,4,Provisioning Management ,2,Service Activation Complete,9,,Provide billing account activation inputs ,3,WFA/C,641,641
em114j,Add,AT&T Business,Service Delivery,ABF,Get,4,Provisioning Management ,2,Service Activation Complete,9,,Aggregate activation and billing readiness data ,4,WFA/C,641,641
em114j,Add,AT&T Business,Service Delivery,ABF,Get,4,Provisioning Management ,2,Service Activation Complete,9,,Notify billing system of service activation ,5,WFA/C,641,641
em114j,Add,AT&T Business,Service Delivery,ABF,Get,4,Provisioning Management ,2,Service Activation Complete,9,,Pass order activation notification ,6,WFA/C,641,641
em114j,Add,AT&T Business,Service Delivery,ABF,Get,4,Provisioning Management ,2,Service Activation Complete,9,,Notify dispatch activity completion ,7,WFA/C,641,641
em114j,Add,AT&T Business,Service Delivery,ABF,Get,4,Provisioning Management ,2,Service Activation Complete,9,,Trigger billing enablement for activated service ,8,WFA/C,641,641
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,INSTAR,13672,13672
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,UTG,20215,20215
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,WFA/C,641,641
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,EDGE,19062,19062
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,RUBY,17052,17052
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,BMP,13830,13830
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,BSET,29001,29001
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,ECOP,14866,14866
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,(FED) - AOTS,23223,23223
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,WMS-NT,19808,19808
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,WMS - FDC/PDC - FedEx,25376,25376
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,GRETA,2027,2027
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,TIRKS,595,595
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,TSNOW-GUI,12555,12555
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,TSNOW-OSDSI,19840,19840
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,NISE-WFM,19835,19835
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,CANOPI,16994,16994
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,(FED) - OCX,24336,24336
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,OCX,23326,23326
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,OMX,22011,22011
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,(FED) - OMX,24233,24233
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,Ciena ESM,19402,19402
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,Radview,32406,32406
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,Tarantella,18737,18737
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,NMA,4615,4615
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,SOTS,13853,13853
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,GoSET,28875,28875
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,GDUI,30230,30230
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,NetDB,18881,18881
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,UNAD,18833,18833
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,SARTS,13001,13001
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,REACT,481,481
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,INC,16688,16688
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,DACS-OSS,13760,13760
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,TMAS,12833,12833
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,FORCE-DCOE,19705,19705
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,STCL,19982,19982
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,GTAC,17443,17443
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,1641SX,12543,12543
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,CTP-CTC,16995,16995
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,DACS-EMS,20051,20051
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,CISCO-CTM-METRO,10438,10438
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,EIS,26683,26683
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,GICECAP-CNIAM,31842,31842
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,GTAC - S,29640,29640
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,CTP,12470,12470
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,DEMS/DARICS,14131,14131
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,CART-DIAGNOSE,32438,32438
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,GCSBPO,26280,26280
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,BERT,16172,16172
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,C3,27489,27489
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,PIXI,30186,30186
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,3i,30928,30928
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,AET,22470,22470
em114j,Add,AT&T Business,Service Assurance,ADI,Support,6,Incident Management,1,Service Assurance,10,,Service Assurance,10,Athena,26197,26197
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,"EDF ->> OMX: Retrieve Sales Order
EDF ->> ATTCOMM: Retrieve Sales Order",Retrieve Sales Order,1,EDF,23718,23718
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,ROME ->> Service Order,Service Order Create ,2,ROME,14269,14269
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,ASF ->> EDF,Service Order Create ,2,ASF,29572,29572
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,"OMX ->> ASCI_GCP: Get Circuit ID assignment
OMX ->> AERO: Create fallout tasks
OMX ->> AERO: Write fallouts to CTH
OMX ->> UTMS: Create fallout tasks
OMX ->> ASOC: MLDB address validation
OMX ->> OMS: Trigger Order Create Field level validation etc.
OMX ->> OMS: Create Order IDs and Write orders
",Service Order Create ,2,OMX,22011,22011
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,ASOC,13540,13540
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,"OMS ->>ASOC: Get ACDD and other dates and checks
OMS ->> OCX: IOD pulls LAN info and other order info
OMS ->> OMX: Notifies OMX of new orders",Service Order Create ,2,BGW,14106,14106
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,CPC,17765,17765
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,CSI - Network Management,20188,20188
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,UTMS,27213,27213
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,EFMS,13537,13537
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,IOS,20741,20741
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,(FED) - OCX,24336,24336
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,(FED) - OMX,24233,24233
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,OVALS GIS,19375,19375
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,USRP,13703,13703
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,GRID-AC,22510,22510
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,,Service Order Create ,2,ATTCOMM,31502,31502
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,4,"OCX ->> USRP: Informs downstream systems to retrieve order
OCX ->> OCSS: Informs downstream systems to retrieve order
OCX ->> ACMS: Informs downstream systems to retrieve order
OCX ->> BGW: Informs downstream systems to retrieve order
OCX ->> BGW: Billing Data Pushed
OCX ->> CAMO: Informs downstream systems to retrieve order
OCX ->> EFMS: Informs downstream systems to retrieve order
OCX ->> GRID-AC: Writes Data into Data reposities for Extraction and reporting
OCX ->> SXP: Writes Data into Data reposities for Extraction and reporting
OCX ->> IOS: Writes Data into Data reposities for Extraction and reporting",Distribute Orders and Record Data,3,OCX,23326,23326
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,"USRP ->> OCSS: ATX Order
USRP ->> ACMS: Access Order
USRP ->> INSTAR: Network Order
USRP ->> CAMO: Router Order
USRP ->> NC3: Router Order",Service Order Submit,4,USRP,13703,13703
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,AERO,21607,21607
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,BGW,14106,14106
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,CS WFBPM,22097,22097
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,EFMS,13537,13537
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,EXMGR,9325,9325
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,GRID-AC,22510,22510
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,INSTAR,13672,13672
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,NC3,13200,13200
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,NISE-WFM,19835,19835
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,OCS-SS,13758,13758
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Order Management,1,Service Order ,5,,Service Order Submit,4,OMX,22011,22011
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Create,4,,Convert Sales Order to Service Delivery  ,1,BBW,29333,29333
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Create,4,,Capture Customer Direct Service Order,2,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Create,4,,Capture Mobility Customer Direct Service Order,3,OPUS - C,18257,18257
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Create,4,,Submit Sellers Direct Service Order,4,BBW,29333,29333
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Create,4,,Assign Ordering and CPE Assignment/ DD Details,5,LS CRM,10056,10056
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Create,4,,"Notify E911, Directory, & Caller ID Updates",6,LS-OMS,10038,10038
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Create,4,,Provision Service Resources,7,BBNMS-LS,16188,16188
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Create,4,,Update Service Inventory,8,GRANITE,9723,9723
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Create,4,,Update Network Inventory,9,GRANITE,9723,9723
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Create,4,,Update Network Inventory,10,GRANITE,9723,9723
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Submit,4,,Convert Sales Order to Service Delivery  ,11,BBW,29333,29333
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Submit,4,,Capture Customer Direct Service Order,12,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Submit,4,,Capture Mobility Customer Direct Service Order,13,OPUS - C,18257,18257
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Submit,4,,Submit Sellers Direct Service Order,14,BBW,29333,29333
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Submit,4,,Assign Ordering and CPE Assignment/ DD Details,15,LS CRM,10056,10056
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Submit,4,,"Notify E911, Directory, & Caller ID Updates",16,LS-OMS,10038,10038
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Submit,4,,Provision Service Resources,17,BBNMS-LS,16188,16188
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Submit,4,,Update Service Inventory,18,GRANITE,9723,9723
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Submit,4,,Update Network Inventory,19,GRANITE,9723,9723
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Order Management ,1,Service Order Submit,4,,Update Network Inventory,20,GRANITE,9723,9723
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
